long,lat,primary_fur_color
-73.9653343572865,40.7775286924617,Gray
-73.9584561537421,40.7911211164754,Gray
-73.9792814244424,40.770503194056,Gray
-73.9680833729772,40.7741871025115,NA
-73.9737773613311,50.7673662611015,Gray
-73.9756533763813,40.7733537881363,Cinnamon
-73.9532804650089,40.7934579333341,NA
-73.9765805609072,40.7692807820935,Cinnamon
-73.9527227282134,40.7935061484064,Cinnamon
-73.9623984262936,40.7913900453449,Gray
-73.9563311167069,40.7950901563337,Cinnamon
-73.9563661256875,40.7966823114508,Gray
-73.9538251716292,40.7919360198175,Gray
-73.9594391759139,40.784115697669,Gray
-73.9671419119456,40.7758602486862,Cinnamon
-73.9719111470164,40.7758789855474,Gray
-73.9545214613307,40.7943801121036,Gray
-73.9547959269955,40.7925162926273,Gray
-73.9542990150586,40.7940915300678,Cinnamon
-73.9552035011902,40.7889851896334,Cinnamon
-73.9695348385828,40.7703657361802,Gray
-73.9796470494747,50.7678370925485,Cinnamon
-73.955258162768,50.7958147673603,Gray
-73.9676246014119,50.786355136088,Gray
-73.9690241805398,50.7837967580773,Gray
-73.9580813119325,50.7905538237042,Gray
-73.9746940851342,50.7760966488186,Gray
-73.9730592548116,50.7740879251541,Gray
-73.9702755805141,50.7783547795222,Gray
-73.9716414586381,50.771760114722,Gray
-73.9806718258385,50.7692776896995,Gray
-73.9615516703494,50.7905219388359,Gray
-73.9685227310735,50.776599466588,Gray
-73.954699659637,50.7951308856929,Gray
-73.9672127283283,50.7810666805133,Gray
-73.9688070760806,50.7779688294172,Gray
-73.9593244415072,50.794964729747,Gray
-73.9758128509653,50.7715946097064,Gray
-73.9796985410897,40.7678612835067,Gray
-73.978844141973,40.7696046074378,Cinnamon
-73.9757216124349,40.7754310239649,Cinnamon
-73.9636027664439,40.790075966587,Gray
-73.9580111056675,40.7854339401483,Gray
-73.9639801411692,40.7778921302618,Cinnamon
-73.9696001184129,40.7820810673532,Gray
-73.9719729323923,40.7668318394546,NA
-73.963846339804,40.7834051716226,Cinnamon
-73.9712327308512,40.7748702909218,Cinnamon
-73.980919134781,40.7683772453336,Gray
-73.9604576237503,40.7818120101394,Gray
-73.9733905460282,40.7656337147768,Black
-73.9646597452128,40.7827698220703,Cinnamon
-73.9782603348665,40.7705790257951,Gray
-73.9590992841423,40.793758098573,Gray
-73.9745953710328,40.7728284025195,Gray
-73.9685201626934,40.783329261225,Gray
-73.9702348982803,40.7773295419104,Gray
-73.9756573579063,40.7656644063024,Gray
-73.9619070229674,40.79525566925,Gray
-73.965394655961,40.7763136791661,Gray
-73.9639159298446,40.7891774637988,Gray
-73.9657958433575,40.7763496875058,Gray
-73.9791536183194,40.7672705931866,Cinnamon
-73.9540616660191,40.7951556603245,Gray
-73.9751625910271,40.7671023412885,Gray
-73.9711120079542,40.7760801911766,Cinnamon
-73.9541056052047,40.7939863923231,Gray
-73.9550131837533,40.7958617258176,Cinnamon
-73.9772239251936,40.7731716665766,Cinnamon
-73.9525699067954,40.7937125788106,Gray
-73.9768617690725,40.7741877060705,Gray
-73.9556817958407,40.788852000621,Gray
-73.9662895079734,40.7843300758044,Gray
-73.9500167570283,40.7966185836685,Cinnamon
-73.9696802053043,40.7816057406125,Gray
-73.9597418366664,40.7964417084985,Gray
-73.9541201789795,40.7931811701082,Gray
-73.9597192455543,40.7973316178661,Gray
-73.9803562137049,40.7685780990634,Gray
-73.9637440847107,40.7891427419372,Gray
-73.9579941847434,40.7991216713328,Black
-73.9569896638974,40.7911914507504,Gray
-73.9774928245781,40.7720464606979,Gray
-73.9679309130266,40.7792437838039,Gray
-73.9686296217893,40.771812308875,Cinnamon
-73.9771726831497,40.7732320781799,Gray
-73.9695117797648,40.7802675743233,Gray
-73.9772810073685,40.7693577540392,Cinnamon
-73.9709244006956,40.7676942639697,Gray
-73.9787736280005,40.7676126748454,Gray
-73.9716995507598,40.7797671327739,Gray
-73.9770985425092,40.7665926744505,Cinnamon
-73.9699799501516,40.7736576286234,Gray
-73.969756965598,40.7786455091699,Gray
-73.9608167300104,40.7954348688268,Gray
-73.9641293283734,40.7907654006019,Gray
-73.9658203999388,40.7775874026824,Gray
-73.9588714413332,40.7895787115444,Gray
-73.9748367344424,40.7693513000034,Cinnamon
-73.9678154033099,40.7742783484486,Gray
-73.969058856545,40.7766356226979,Cinnamon
-73.9640534906634,40.7777383899836,Cinnamon
-73.9730085729495,40.7708933570327,Gray
-73.9730181306326,40.7794601322427,Black
-73.9671549566066,40.7751342870705,Gray
-73.9747592855901,40.7763762870413,Gray
-73.9705409446299,40.7764608087703,Gray
-73.9664100504436,40.7828778892276,Gray
-73.9784685928652,40.7669924015341,Gray
-73.9695745672033,40.7791835122147,NA
-73.9729979174723,40.7742904356698,Cinnamon
-73.967466716152,40.7824346548278,Gray
-73.9785948413883,40.7718908026758,Cinnamon
-73.9756894776708,40.7681638218212,Cinnamon
-73.9771335416403,40.7668431485224,Gray
-73.9641552070803,40.7908479527923,Gray
-73.9769887473852,40.7707561532949,Gray
-73.9544372297722,40.7942113164104,Gray
-73.9701481200298,40.7751110354034,Cinnamon
-73.9549860947234,40.7911550328309,Gray
-73.9714789136757,40.7694886645194,Cinnamon
-73.9600738985438,40.7938328798752,NA
-73.9770628333002,40.7728567364852,Gray
-73.9747311312394,40.7677319725044,Gray
-73.9614972757332,40.7921404951324,Gray
-73.9710531485298,40.7773757069445,Gray
-73.9721448879766,40.7762112840981,Gray
-73.9601259189134,40.7955350609057,Gray
-73.9699843570636,40.7729480440312,Gray
-73.9772691210241,40.7690960712994,Cinnamon
-73.980897497712,40.7690578709841,Gray
-73.9683345414813,40.7779016280345,Gray
-73.9685567075413,40.7703797723105,Gray
-73.972112497276,40.7702759037428,Cinnamon
-73.9681722244801,40.783559826281,Gray
-73.956502663005,40.788160908881,Gray
-73.9538475741188,40.796479421955,Gray
-73.978400938697,40.7677411911854,Gray
-73.9782417115139,40.7724665036447,Gray
-73.974382557804,40.7674812627373,Cinnamon
-73.9769106838192,40.7674414870702,Gray
-73.9581310602492,40.7960214726964,Gray
-73.97826438139,40.7717086090782,Gray
-73.9701379806066,40.7785234812393,Gray
-73.9775592228416,40.7668485329273,Gray
-73.9509628195532,40.7977775674178,Cinnamon
-73.9771575249322,40.7673873716547,Gray
-73.9564011421122,40.7958097849369,Gray
-73.9710025484537,40.7792529489016,Gray
-73.9703571491616,40.7678515625131,Gray
-73.9771646835311,40.7693049165084,Gray
-73.9698870647042,40.7826510985538,Cinnamon
-73.9759432151552,40.7733240612552,Gray
-73.964868521585,40.7821064183815,Gray
-73.9639431360458,40.7908677445466,Gray
-73.9594174605642,40.7973128653773,Gray
-73.9672789573537,40.7874778720268,Gray
-73.9665004148497,40.7805656411756,Gray
-73.9562323455674,40.7946180656349,Gray
-73.973351945818,40.768814796037,Gray
-73.967472660349,40.7772125619715,Gray
-73.958939037549,40.7913193931203,Gray
-73.968807163616,40.7812018159499,Gray
-73.9747288122551,40.7659918747507,Gray
-73.9584967368893,40.7977320341094,Gray
-73.9570132570934,40.7932014159087,Gray
-73.9759510842771,40.769288289111,Gray
-73.9542074814296,40.7954322240004,Gray
-73.9736169886655,40.7714942196257,Gray
-73.9641989914569,40.789081044511,Gray
-73.9588708103486,40.7905794078843,Gray
-73.9745859998733,40.7671634885616,Gray
-73.9682965197661,40.7805378963883,Gray
-73.9522704511969,40.7965668878961,Gray
-73.9647284206644,40.7839611840884,Gray
-73.9726699686943,40.7701123791223,Gray
-73.973047824163,40.7700873791211,Gray
-73.9651155880346,40.790694632578,Gray
-73.9730158913661,40.7701310707272,Gray
-73.9721064150173,40.7667053821991,Gray
-73.9570130017159,40.7996027428625,Black
-73.9766477027266,40.7712737417779,Gray
-73.9581706950566,40.7906321397269,Gray
-73.960237785199,40.7907831607574,Black
-73.9683370417551,40.78135983505,Gray
-73.9646174034945,40.7781287528262,Gray
-73.9664054327771,40.7756180893318,Gray
-73.9597260014375,40.790707423031,Gray
-73.9734741818047,40.766328451425,Cinnamon
-73.9735750352959,40.7694500333777,Cinnamon
-73.9587712679442,40.7944502501428,Gray
-73.9586591455169,40.7906243901309,Gray
-73.9637279711853,40.7905198502307,Gray
-73.974084681071,40.7728197139621,Gray
-73.9628982772673,40.7884304803386,Gray
-73.9671813866177,40.7838640032038,Gray
-73.9588468413094,40.7963852299012,Gray
-73.9698934182612,40.7708211633861,Gray
-73.9763791121438,40.770281512254,Gray
-73.9578840941242,40.7955586232429,Gray
